15.0 15.0 18.0 18.0 14.0 14.0 22.0 22.0 28.0 28.0 14.0 14.0 24.0 24.0 24.0 24.0 16.0 16.0 28.0 28.0 
20.0 17.5 12.0 15.0 15.0 14.5 25.0 23.5 44.0 36.0 19.0 16.5 27.0 25.5 17.0 20.5 10.0 13.0 58.0 43.0 
18.0 17.666666666666668 15.0 15.0 58.0 29.0 18.0 21.666666666666668 11.0 27.666666666666668 11.0 14.666666666666666 10.0 20.333333333333332 9.0 16.666666666666668 23.0 16.333333333333332 15.0 33.666666666666664 
58.0 27.75 56.0 25.25 13.0 25.0 17.0 20.5 28.0 27.75 11.0 13.75 11.0 18.0 15.0 16.25 36.0 21.25 36.0 34.25 
10.0 24.2 34.0 27.0 12.0 22.4 23.0 21.0 32.0 28.6 14.0 13.8 34.0 21.2 14.0 15.8 19.0 20.8 12.0 29.8 
18.0 23.166666666666668 28.0 27.166666666666668 21.0 22.166666666666668 12.0 19.5 15.0 26.333333333333332 10.0 13.166666666666666 21.0 21.166666666666668 22.0 16.833333333333332 21.0 20.833333333333332 12.0 26.833333333333332 
16.0 22.142857142857142 15.0 25.428571428571427 19.0 21.714285714285715 46.0 23.285714285714285 21.0 25.571428571428573 44.0 17.571428571428573 51.0 25.428571428571427 24.0 17.857142857142858 10.0 19.285714285714285 11.0 24.571428571428573 
26.0 22.625 46.0 28.0 30.0 22.75 21.0 23.0 12.0 23.875 17.0 17.5 22.0 25.0 12.0 17.125 13.0 18.5 41.0 26.625 
13.0 21.555555555555557 17.0 26.77777777777778 25.0 23.0 20.0 22.666666666666668 22.0 23.666666666666668 12.0 16.88888888888889 34.0 26.0 29.0 18.444444444444443 21.0 18.77777777777778 20.0 25.88888888888889 
28.0 22.2 30.0 27.1 22.0 22.9 15.0 21.9 15.0 22.8 27.0 17.9 27.0 26.1 37.0 20.3 21.0 19.0 33.0 26.6 
20.0 22.0 57.0 29.818181818181817 15.0 22.181818181818183 14.0 21.181818181818183 21.0 22.636363636363637 44.0 20.272727272727273 30.0 26.454545454545453 28.0 21.0 13.0 18.454545454545453 33.0 27.181818181818183 
21.0 21.916666666666668 44.0 31.0 18.0 21.833333333333332 18.0 20.916666666666668 32.0 23.416666666666668 43.0 22.166666666666668 30.0 26.75 9.0 20.0 38.0 20.083333333333332 12.0 25.916666666666668 
24.0 22.076923076923077 30.0 30.923076923076923 12.0 21.076923076923077 11.0 20.153846153846153 16.0 22.846153846153847 20.0 22.0 10.0 25.46153846153846 12.0 19.384615384615383 32.0 21.0 10.0 24.692307692307693 
17.0 21.714285714285715 18.0 30.0 14.0 20.571428571428573 16.0 19.857142857142858 22.0 22.785714285714285 86.0 26.571428571428573 14.0 24.642857142857142 14.0 19.0 30.0 21.642857142857142 26.0 24.785714285714285 
17.0 21.4 18.0 29.2 33.0 21.4 12.0 19.333333333333332 17.0 22.4 20.0 26.133333333333333 25.0 24.666666666666668 16.0 18.8 15.0 21.2 9.0 23.733333333333334 
48.0 23.0625 16.0 28.375 17.0 21.125 15.0 19.0625 16.0 22.0 9.0 25.0625 15.0 24.0625 35.0 19.8125 49.0 22.9375 16.0 23.25 
