28.0 28.0 13.0 13.0 47.0 47.0 13.0 13.0 33.0 33.0 15.0 15.0 15.0 15.0 27.0 27.0 20.0 20.0 38.0 38.0 
17.0 22.5 11.0 12.0 12.0 29.5 23.0 18.0 98.0 65.5 13.0 14.0 13.0 14.0 23.0 25.0 14.0 17.0 51.0 44.5 
15.0 20.0 25.0 16.333333333333332 14.0 24.333333333333332 24.0 20.0 18.0 49.666666666666664 12.0 13.333333333333334 12.0 13.333333333333334 28.0 26.0 14.0 16.0 28.0 39.0 
33.0 23.25 18.0 16.75 12.0 21.25 32.0 23.0 17.0 41.5 11.0 12.75 10.0 12.5 16.0 23.5 15.0 15.75 31.0 37.0 
26.0 23.8 14.0 16.2 18.0 20.6 20.0 22.4 28.0 38.8 40.0 18.2 12.0 12.4 32.0 25.2 16.0 15.8 23.0 34.2 
19.0 23.0 14.0 15.833333333333334 25.0 21.333333333333332 38.0 25.0 11.0 34.166666666666664 12.0 17.166666666666668 26.0 14.666666666666666 16.0 23.666666666666668 19.0 16.333333333333332 33.0 34.0 
30.0 24.0 23.0 16.857142857142858 14.0 20.285714285714285 16.0 23.714285714285715 44.0 35.57142857142857 16.0 17.0 13.0 14.428571428571429 30.0 24.571428571428573 17.0 16.428571428571427 10.0 30.571428571428573 
24.0 24.0 18.0 17.0 18.0 20.0 15.0 22.625 37.0 35.75 12.0 16.375 26.0 15.875 21.0 24.125 19.0 16.75 18.0 29.0 
13.0 22.77777777777778 36.0 19.11111111111111 23.0 20.333333333333332 11.0 21.333333333333332 11.0 33.0 11.0 15.777777777777779 12.0 15.444444444444445 24.0 24.11111111111111 15.0 16.555555555555557 11.0 27.0 
13.0 21.8 17.0 18.9 13.0 19.6 13.0 20.5 9.0 30.6 18.0 16.0 31.0 17.0 32.0 24.9 11.0 16.0 13.0 25.6 
20.0 21.636363636363637 24.0 19.363636363636363 13.0 19.0 12.0 19.727272727272727 13.0 29.0 19.0 16.272727272727273 19.0 17.181818181818183 22.0 24.636363636363637 32.0 17.454545454545453 9.0 24.09090909090909 
13.0 20.916666666666668 17.0 19.166666666666668 12.0 18.416666666666668 36.0 21.083333333333332 14.0 27.75 18.0 16.416666666666668 17.0 17.166666666666668 23.0 24.5 9.0 16.75 13.0 23.166666666666668 
16.0 20.53846153846154 14.0 18.76923076923077 9.0 17.692307692307693 16.0 20.692307692307693 24.0 27.46153846153846 18.0 16.53846153846154 14.0 16.923076923076923 17.0 23.923076923076923 12.0 16.384615384615383 13.0 22.384615384615383 
17.0 20.285714285714285 15.0 18.5 16.0 17.571428571428573 61.0 23.571428571428573 38.0 28.214285714285715 27.0 17.285714285714285 24.0 17.428571428571427 65.0 26.857142857142858 12.0 16.071428571428573 33.0 23.142857142857142 
10.0 19.6 11.0 18.0 16.0 17.466666666666665 24.0 23.6 11.0 27.066666666666666 12.0 16.933333333333334 15.0 17.266666666666666 30.0 27.066666666666666 39.0 17.6 19.0 22.866666666666667 
31.0 20.3125 33.0 18.9375 46.0 19.25 52.0 25.375 45.0 28.1875 16.0 16.875 36.0 18.4375 15.0 26.3125 12.0 17.25 36.0 23.6875 
10.0 19.705882352941178 21.0 19.058823529411764 13.0 18.88235294117647 16.0 24.823529411764707 15.0 27.41176470588235 15.0 16.764705882352942 17.0 18.352941176470587 63.0 28.470588235294116 31.0 18.058823529411764 14.0 23.11764705882353 
35.0 20.555555555555557 11.0 18.61111111111111 23.0 19.11111111111111 21.0 24.61111111111111 10.0 26.444444444444443 45.0 18.333333333333332 20.0 18.444444444444443 24.0 28.22222222222222 33.0 18.88888888888889 21.0 23.0 
33.0 21.210526315789473 19.0 18.63157894736842 19.0 19.105263157894736 28.0 24.789473684210527 15.0 25.842105263157894 9.0 17.842105263157894 68.0 21.05263157894737 28.0 28.210526315789473 33.0 19.63157894736842 23.0 23.0 
15.0 20.9 16.0 18.5 42.0 20.25 14.0 24.25 22.0 25.65 21.0 18.0 31.0 21.55 24.0 28.0 29.0 20.1 23.0 23.0 
39.0 21.761904761904763 15.0 18.333333333333332 22.0 20.333333333333332 26.0 24.333333333333332 13.0 25.047619047619047 13.0 17.761904761904763 35.0 22.19047619047619 41.0 28.61904761904762 10.0 19.61904761904762 20.0 22.857142857142858 
33.0 22.272727272727273 28.0 18.772727272727273 26.0 20.59090909090909 41.0 25.09090909090909 21.0 24.863636363636363 26.0 18.136363636363637 14.0 21.818181818181817 51.0 29.636363636363637 41.0 20.59090909090909 23.0 22.863636363636363 
