30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0 
60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0 
90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 90 0.0 0.0 10.0 10.0 0.0 0.0 1.0 
120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0 
150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0 
180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 180 0.0 0.0 20.0 20.0 0.0 0.0 1.0 
210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 210 0.0 0.0 23.333333333333332 23.333333333333332 0.0 0.0 1.0 
240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 240 0.0 0.0 26.666666666666668 26.666666666666668 0.0 0.0 1.0 
270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 270 0.0 0.0 30.0 30.0 0.0 0.0 1.0 
300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 300 0.0 0.0 33.333333333333336 33.333333333333336 0.0 0.0 1.0 
