30 0.0 0.0 3.3333333333333335 3.3333333333333335 0.0 0.0 1.0
60 0.0 0.0 6.666666666666667 6.666666666666667 0.0 0.0 1.0
90 0.0 0.0 10.0 10.0 0.0 0.0 1.0
120 0.0 0.0 13.333333333333334 13.333333333333334 0.0 0.0 1.0
150 0.0 0.0 16.666666666666668 16.666666666666668 0.0 0.0 1.0
180 0.0 0.6666666666666666 19.333333333333332 20.0 0.0 0.03333333333333333 0.9666666666666666
210 0.0 1.0 22.333333333333332 23.333333333333332 0.0 0.04285714285714286 0.9571428571428572
240 0.6666666666666666 0.3333333333333333 25.666666666666668 26.666666666666668 0.024999999999999998 0.012499999999999999 0.9625
270 0.6666666666666666 1.0 28.333333333333332 30.0 0.02222222222222222 0.03333333333333333 0.9444444444444444
300 0.6666666666666666 1.0 31.666666666666668 33.333333333333336 0.019999999999999997 0.03 0.95
330 1.0 1.3333333333333333 34.333333333333336 36.66666666666667 0.027272727272727268 0.036363636363636355 0.9363636363636363
360 0.3333333333333333 2.0 37.666666666666664 40.0 0.008333333333333333 0.05 0.9416666666666667
390 1.6666666666666667 3.6666666666666665 38.0 43.333333333333336 0.038461538461538464 0.0846153846153846 0.8769230769230769
420 1.3333333333333333 4.0 41.333333333333336 46.66666666666667 0.028571428571428567 0.0857142857142857 0.8857142857142857
450 0.6666666666666666 3.3333333333333335 46.0 50.0 0.013333333333333332 0.06666666666666667 0.92
480 2.0 5.0 46.333333333333336 53.333333333333336 0.0375 0.09375 0.86875
510 2.0 3.3333333333333335 51.333333333333336 56.66666666666667 0.03529411764705882 0.058823529411764705 0.9058823529411765
540 1.0 5.0 54.0 60.0 0.016666666666666666 0.08333333333333333 0.9
570 2.6666666666666665 2.3333333333333335 58.333333333333336 63.333333333333336 0.042105263157894736 0.0368421052631579 0.9210526315789473
600 1.3333333333333333 3.3333333333333335 62.0 66.66666666666667 0.019999999999999997 0.049999999999999996 0.9299999999999999
