12.0 12.0
15.0 13.5
15.0 14.0
12.0 13.5
12.0 13.2
11.0 12.833333333333334
14.0 13.0
15.0 13.25
26.0 14.666666666666666
17.0 14.9
20.0 15.363636363636363
13.0 15.166666666666666
20.0 15.538461538461538
25.0 16.214285714285715
27.0 16.933333333333334
29.0 17.6875
23.0 18.0
31.0 18.72222222222222
23.0 18.94736842105263
16.0 18.8
17.0 18.714285714285715
21.0 18.818181818181817
41.0 19.782608695652176
14.0 19.541666666666668
14.0 19.32
10.0 18.96153846153846
21.0 19.037037037037038
13.0 18.821428571428573
52.0 19.96551724137931
14.0 19.766666666666666
20.0 19.774193548387096
19.0 19.75
8.0 19.393939393939394
16.0 19.294117647058822
13.0 19.114285714285714
14.0 18.97222222222222
15.0 18.864864864864863
15.0 18.763157894736842
14.0 18.641025641025642
17.0 18.6
13.0 18.463414634146343
13.0 18.333333333333332
12.0 18.186046511627907
12.0 18.045454545454547
20.0 18.08888888888889
19.0 18.108695652173914
20.0 18.148936170212767
11.0 18.0
13.0 17.897959183673468
18.0 17.9
10.0 17.86
23.0 18.02
16.0 18.04
37.0 18.54
32.0 18.94
16.0 19.04
57.0 19.9
16.0 19.92
12.0 19.64
25.0 19.8
13.0 19.66
12.0 19.64
8.0 19.4
17.0 19.24
17.0 19.04
9.0 18.64
10.0 18.38
18.0 18.12
16.0 17.98
25.0 18.16
9.0 18.0
16.0 17.9
17.0 17.42
21.0 17.56
12.0 17.52
12.0 17.56
11.0 17.36
10.0 17.3
17.0 16.6
14.0 16.6
24.0 16.68
12.0 16.54
9.0 16.56
9.0 16.42
11.0 16.38
11.0 16.32
16.0 16.34
9.0 16.22
10.0 16.14
12.0 16.04
8.0 15.94
9.0 15.86
15.0 15.92
9.0 15.86
10.0 15.66
33.0 15.94
9.0 15.72
20.0 15.9
13.0 15.9
8.0 15.7
21.0 15.92
18.0 15.82
11.0 15.72
12.0 15.22
8.0 14.74
8.0 14.58
8.0 13.6
10.0 13.48
14.0 13.52
19.0 13.4
18.0 13.5
11.0 13.48
9.0 13.5
10.0 13.36
13.0 13.28
10.0 13.3
18.0 13.46
9.0 13.28
10.0 13.16
14.0 12.94
10.0 12.96
10.0 12.84
13.0 12.76
8.0 12.5
10.0 12.46
9.0 12.4
9.0 12.36
13.0 12.42
8.0 12.24
10.0 12.16
10.0 11.88
11.0 11.86
11.0 11.9
15.0 12.02
15.0 12.1
14.0 12.16
10.0 12.04
12.0 12.1
12.0 12.14
9.0 12.08
12.0 12.16
10.0 12.18
10.0 12.08
10.0 12.1
19.0 12.28
10.0 11.82
15.0 11.94
10.0 11.74
14.0 11.76
8.0 11.76
10.0 11.54
12.0 11.42
17.0 11.54
10.0 11.5
11.0 11.56
9.0 11.58
11.0 11.64
10.0 11.64
10.0 11.56
11.0 11.4
8.0 11.2
10.0 11.18
11.0 11.22
10.0 11.22
14.0 11.24
9.0 11.22
14.0 11.14
14.0 11.24
9.0 11.22
9.0 11.12
14.0 11.2
9.0 11.18
10.0 11.12
8.0 11.12
11.0 11.14
8.0 11.12
17.0 11.28
11.0 11.24
12.0 11.32
10.0 11.32
14.0 11.4
10.0 11.38
10.0 11.36
9.0 11.24
9.0 11.12
10.0 11.04
8.0 11.0
9.0 10.94
10.0 10.9
9.0 10.9
9.0 10.84
11.0 10.86
18.0 11.02
15.0 11.12
9.0 10.92
9.0 10.9
10.0 10.8
9.0 10.78
9.0 10.68
9.0 10.7
10.0 10.7
9.0 10.64
10.0 10.5
12.0 10.54
11.0 10.54
9.0 10.54
9.0 10.5
13.0 10.56
13.0 10.62
8.0 10.56
10.0 10.6
9.0 10.58
9.0 10.54
10.0 10.54
10.0 10.46
14.0 10.56
10.0 10.48
10.0 10.4
8.0 10.38
14.0 10.48
11.0 10.42
9.0 10.42
9.0 10.4
9.0 10.42
10.0 10.4
9.0 10.42
8.0 10.24
9.0 10.2
10.0 10.16
10.0 10.16
8.0 10.04
8.0 10.0
10.0 10.0
9.0 10.0
9.0 10.0
10.0 10.0
10.0 10.04
10.0 10.06
9.0 10.04
10.0 10.06
10.0 10.08
9.0 10.04
10.0 9.88
10.0 9.78
9.0 9.78
12.0 9.84
13.0 9.9
12.0 9.96
8.0 9.94
8.0 9.92
10.0 9.92
11.0 9.96
9.0 9.94
10.0 9.9
8.0 9.84
9.0 9.84
10.0 9.86
12.0 9.84
10.0 9.78
12.0 9.86
10.0 9.86
10.0 9.88
9.0 9.88
10.0 9.88
10.0 9.88
9.0 9.78
9.0 9.76
9.0 9.74
9.0 9.76
10.0 9.68
9.0 9.64
9.0 9.64
10.0 9.66
9.0 9.66
9.0 9.64
9.0 9.64
11.0 9.7
10.0 9.72
8.0 9.68
8.0 9.64
10.0 9.68
9.0 9.7
9.0 9.68
13.0 9.76
11.0 9.8
11.0 9.82
9.0 9.8
9.0 9.78
9.0 9.78
9.0 9.76
11.0 9.78
9.0 9.78
9.0 9.76
10.0 9.76
10.0 9.78
10.0 9.74
10.0 9.68
9.0 9.62
12.0 9.7
12.0 9.78
9.0 9.76
10.0 9.74
11.0 9.78
10.0 9.78
10.0 9.82
10.0 9.84
10.0 9.84
12.0 9.84
8.0 9.8
9.0 9.74
9.0 9.72
10.0 9.72
9.0 9.72
9.0 9.7
8.0 9.66
12.0 9.72
10.0 9.74
8.0 9.72
8.0 9.7
9.0 9.68
10.0 9.7
10.0 9.72
10.0 9.72
11.0 9.76
9.0 9.76
10.0 9.78
10.0 9.76
14.0 9.84
9.0 9.86
11.0 9.92
10.0 9.92
9.0 9.92
9.0 9.92
9.0 9.84
10.0 9.82
12.0 9.84
14.0 9.94
11.0 9.98
8.0 9.96
12.0 10.02
9.0 9.98
9.0 9.98
9.0 9.98
10.0 9.98
10.0 9.98
10.0 9.98
10.0 9.98
10.0 10.0
9.0 9.94
8.0 9.86
11.0 9.9
9.0 9.88
8.0 9.82
10.0 9.82
9.0 9.8
10.0 9.8
10.0 9.8
11.0 9.78
8.0 9.78
9.0 9.78
8.0 9.76
10.0 9.76
10.0 9.78
8.0 9.76
11.0 9.82
8.0 9.74
10.0 9.74
11.0 9.8
9.0 9.82
10.0 9.84
10.0 9.84
9.0 9.82
10.0 9.82
8.0 9.76
9.0 9.76
10.0 9.76
10.0 9.76
10.0 9.68
9.0 9.68
9.0 9.64
10.0 9.64
10.0 9.66
9.0 9.66
8.0 9.64
10.0 9.64
11.0 9.62
11.0 9.56
10.0 9.54
9.0 9.56
9.0 9.5
10.0 9.52
10.0 9.54
9.0 9.54
9.0 9.52
9.0 9.5
9.0 9.48
11.0 9.5
10.0 9.5
9.0 9.5
10.0 9.54
9.0 9.5
10.0 9.52
10.0 9.56
9.0 9.54
10.0 9.56
9.0 9.54
10.0 9.54
9.0 9.5
9.0 9.52
8.0 9.5
13.0 9.6
10.0 9.6
9.0 9.58
10.0 9.62
9.0 9.58
9.0 9.6
9.0 9.58
10.0 9.56
9.0 9.56
10.0 9.56
8.0 9.52
11.0 9.56
8.0 9.52
10.0 9.56
9.0 9.56
9.0 9.54
10.0 9.54
10.0 9.54
8.0 9.52
8.0 9.5
8.0 9.46
10.0 9.46
9.0 9.46
10.0 9.5
9.0 9.48
12.0 9.5
10.0 9.48
10.0 9.48
9.0 9.48
8.0 9.46
8.0 9.42
9.0 9.4
10.0 9.42
9.0 9.42
8.0 9.4
9.0 9.4
10.0 9.38
9.0 9.36
8.0 9.34
10.0 9.34
9.0 9.34
9.0 9.32
10.0 9.32
9.0 9.32
9.0 9.3
10.0 9.32
9.0 9.3
8.0 9.28
9.0 9.28
9.0 9.3
8.0 9.2
10.0 9.2
8.0 9.18
11.0 9.2
10.0 9.22
12.0 9.28
9.0 9.28
10.0 9.28
9.0 9.28
9.0 9.26
