24.0 24.0
32.0 28.0
15.0 23.666666666666668
21.0 23.0
17.0 21.8
32.0 23.5
23.0 23.428571428571427
12.0 22.0
32.0 23.11111111111111
11.0 21.9
20.0 21.727272727272727
15.0 21.166666666666668
32.0 22.0
24.0 22.142857142857142
26.0 22.4
20.0 22.25
31.0 22.764705882352942
13.0 22.22222222222222
10.0 21.57894736842105
18.0 21.4
66.0 23.523809523809526
11.0 22.954545454545453
14.0 22.565217391304348
14.0 22.208333333333332
19.0 22.08
23.0 22.115384615384617
13.0 21.77777777777778
12.0 21.428571428571427
28.0 21.655172413793103
14.0 21.4
21.0 21.387096774193548
38.0 21.90625
22.0 21.90909090909091
11.0 21.58823529411765
15.0 21.4
30.0 21.63888888888889
12.0 21.37837837837838
46.0 22.026315789473685
21.0 22.0
22.0 22.0
39.0 22.414634146341463
35.0 22.714285714285715
37.0 23.046511627906977
12.0 22.795454545454547
36.0 23.08888888888889
23.0 23.08695652173913
24.0 23.106382978723403
35.0 23.354166666666668
107.0 25.06122448979592
22.0 25.0
22.0 24.96
23.0 24.78
14.0 24.76
18.0 24.7
12.0 24.6
10.0 24.16
23.0 24.16
24.0 24.4
18.0 24.12
22.0 24.34
15.0 24.24
12.0 24.18
12.0 23.78
12.0 23.54
22.0 23.46
30.0 23.66
11.0 23.26
18.0 23.36
22.0 23.6
39.0 24.02
43.0 23.56
15.0 23.64
36.0 24.08
13.0 24.06
21.0 24.1
22.0 24.08
17.0 24.16
9.0 24.1
22.0 23.98
10.0 23.9
57.0 24.62
10.0 24.06
14.0 23.9
9.0 23.86
10.0 23.76
31.0 23.78
15.0 23.84
14.0 23.2
11.0 23.0
20.0 22.96
16.0 22.5
19.0 22.18
21.0 21.86
27.0 22.16
15.0 21.74
10.0 21.48
18.0 21.36
13.0 20.92
10.0 18.98
14.0 18.82
14.0 18.66
16.0 18.52
17.0 18.58
16.0 18.54
14.0 18.58
14.0 18.66
14.0 18.48
8.0 18.16
11.0 18.02
13.0 17.84
14.0 17.82
12.0 17.82
22.0 18.02
12.0 18.02
18.0 17.94
25.0 17.84
15.0 17.92
10.0 17.76
18.0 17.68
23.0 17.36
11.0 16.72
15.0 16.72
11.0 16.22
22.0 16.4
14.0 16.26
9.0 16.0
11.0 15.88
18.0 16.06
19.0 16.0
11.0 16.02
17.0 15.22
11.0 15.24
18.0 15.32
16.0 15.46
10.0 15.46
17.0 15.18
18.0 15.24
15.0 15.26
8.0 15.2
37.0 15.54
11.0 15.44
9.0 15.24
15.0 15.12
11.0 14.8
22.0 14.94
20.0 15.14
17.0 15.12
16.0 15.18
20.0 15.38
11.0 15.32
12.0 15.28
24.0 15.44
23.0 15.56
23.0 15.7
13.0 15.68
17.0 15.74
21.0 15.88
10.0 15.92
16.0 16.02
16.0 16.08
